Game ID,Game Number,Date,Time,Season,Gametype,Map,Landing Site,Death Site,Landed Hot Zone,Legend Selected,Legend Selection Number,Second Legend Selected,Third Legend Selected,Partied Up?,Jumpmaster,Damage Done,Teammate 1 Dmg Done,Teammate 2 Dmg Done,My Rank,Teammate 1 Rank,Teammate 2 Rank,Higher Level Spotted?,Has Low Level TM (<500),TM 1 Ranked Badge,TM 2 Ranked Badge,TM1 Kills Badge,TM2 Kills Badge,Survival Time,Teammate 1 Survival Time,Teammate 2 Survival Time,Kills,Teammate 1 Kills,Teammate 2 Kills,Knockdowns,First Legend Death,Second Legend Death,Third Legend Death,Squad Placed,Revive Given,Teammate 1 Revive Given,Teammate 2 Revive Given,Respawn Given,Teammate 1 Respawn Given,Teammate 2 Respawn Given,Teammate 1 Console,Teammate 2 Console,Died Phase 1,Primary Weapon 1,Primary Weapon 2
GID-3378,3378,08/05/2022,18:25,13,Ranked,Worlds Edge,Countdown,Countdown,,Bangalore,2,Wattson,Loba,,,225,141,117,Plat 3,Plat 3,Plat 2,,,,,,,02:32,02:33,02:33,1,0,0,2,Wattson,Loba,Bangalore,19,2,0,0,0,0,0,PS4,PS4,TRUE,Havoc,Longbow
GID-3379,3379,08/05/2022,18:30,13,Ranked,Worlds Edge,Lava City,The Tree,,Bangalore,1,Gibraltar,Caustic,,,"1,186",995,"1,594",Plat 3,Gold 3,Plat 4,,,,,,,17:02,14:17,17:02,3,2,5,5,Gibraltar,Caustic,Bangalore,6,2,0,2,0,0,0,PS4,PS4,FALSE,R-99,R301
GID-3380,3380,08/05/2022,18:51,13,Ranked,Worlds Edge,Countdown,Capitol City,,Bangalore,3,Mirage,Horizon,,,237,514,"1,503",Plat 3,Plat 4,Plat 2,,,,,,,18:39,18:18,18:39,0,1,4,0,Mirage,Bangalore,Horizon,6,0,2,0,0,0,1,PS4,PS4,FALSE,R-99,G7-Scout
GID-3381,3381,08/05/2022,19:14,13,Ranked,Worlds Edge,Lava Siphon,Staging,,Bangalore,1,Bloodhound,Maggie,,,"2,391",537,"1,002",Plat 3,Gold 1,Plat 1,,,,,,,19:39,17:34,19:50,3,2,2,4,Bloodhound,Bangalore,Maggie,3,1,0,1,1,0,0,PS4,PS4,FALSE,R301,Charge Rifle
GID-3382,3382,08/06/2022,11:53,13,Ranked,Worlds Edge,Thermal Station,The Geyser,,Pathfinder,2,Wraith,Lifeline,,,"1,147",388,"1,111",Plat 2,Plat 1,Plat 1,,,,,,,21:58,22:02,22:02,1,0,3,2,Lifeline,Pathfinder,Wraith,3,0,0,0,0,0,0,Xbox,Xbox,FALSE,R-99,Rampage
GID-3383,3383,08/06/2022,12:19,13,Ranked,Worlds Edge,Countdown,Countdown,,Pathfinder,1,Seer,Horizon,,,398,25,78,Plat 2,Gold 1,Plat 4,,,,,,,02:01,02:10,04:29,0,0,0,0,Pathfinder,Seer,Horizon,16,0,1,0,0,0,0,PS4,PS4,TRUE,R-99,Rampage
GID-3384,3384,08/06/2022,12:26,13,Ranked,Worlds Edge,Lava City,Lava City,,Pathfinder,1,Loba,Valkyrie,,,497,65,258,Plat 2,Plat 4,Gold 1,,,,,,,03:40,02:58,03:34,0,0,0,1,Loba,Valkyrie,Pathfinder,15,0,0,0,0,0,0,Xbox,Xbox,TRUE,R-99,Bocek
GID-3385,3385,08/06/2022,12:32,13,Ranked,Worlds Edge,Skyhook,Skyhook,,Pathfinder,2,Gibraltar,Bloodhound,,,264,229,290,Plat 2,Gold 1,Plat 4,,,,,,,05:06,05:04,05:06,0,0,1,0,Gibraltar,Bloodhound,Pathfinder,16,0,0,0,0,0,0,Xbox,Xbox,TRUE,Alternator,Peacekeeper
GID-3386,3386,08/06/2022,12:40,13,Ranked,Worlds Edge,Climatizer,Climatizer,,Pathfinder,1,Fuse,Valkyrie,,,259,103,154,Plat 3,Plat 3,Plat 3,,,,,,,05:17,05:42,10:59,0,0,0,0,Fuse,Pathfinder,Valkyrie,12,0,0,1,0,0,0,PS4,PS4,TRUE,Alternator,Sentinel
GID-3387,3387,08/06/2022,12:58,13,Ranked,Worlds Edge,Countdown,Capitol City,,Bangalore,1,Loba,Gibraltar,,,969,430,"1,022",Plat 3,Plat 3,Plat 3,,,,,,,12:44,11:39,12:09,2,1,1,3,Loba,Gibraltar,Bangalore,13,3,0,1,2,0,0,PS4,PS4,FALSE,Rampage,Longbow
GID-3388,3388,08/06/2022,13:14,13,Ranked,Worlds Edge,The Tree,Lava Siphon,,Bangalore,1,Ash,Horizon,,,476,280,223,Plat 3,Plat 3,Gold 3,,,,,,,05:56,05:56,05:56,0,2,2,0,Ash,Horizon,BAngalore,14,0,0,0,0,0,0,PS4,PS4,FALSE,Wingman,R301
GID-3389,3389,08/06/2022,13:12,13,Ranked,Worlds Edge,The Geyser,Capitol City,,Bangalore,2,Pathfinder,Bloodhound,,,413,"1,006",0,Plat 3,Plat 2,Gold 4,,,,,,,15:14,15:19,00:56,1,2,0,1,Bloodhound,BAngalore,PAthfinder,7,0,1,0,0,1,0,PS4,PS4,FALSE,Wingman,R301
GID-3390,3390,08/07/2022,12:03,13,Ranked,Worlds Edge,Overlook,Capitol City,,Bangalore,1,Loba,Pathfinder,,,434,511,90,Plat 3,Plat 4,Gold 2,,,,,,,09:57,09:15,09:00,2,2,0,3,Pathfinder,Loba,Bangalore,10,0,1,0,0,0,0,PS4,PS4,FALSE,Flatline,R301
GID-3391,3391,08/07/2022,12:20,13,Ranked,Worlds Edge,Capitol City,Landslide,,Bangalore,3,Lifeline,Octane,,,"1,643",829,"1,026",Plat 3,Gold 3,Plat 4,,,,,,,14:01,13:45,13:52,2,2,4,2,Octane,Lifeline,Bangalore,6,1,0,0,0,0,0,PS4,PS4,FALSE,Rampage,Peacekeeper
GID-3392,3392,08/07/2022,12:38,13,Ranked,Worlds Edge,Skyhook,Countdown,,Bangalore,1,Newcastle,Octane,,,652,0,213,Plat 3,Plat 4,Plat 4,,,,,,,05:10,05:10,05:10,0,0,1,0,Newcastle,Octane,Bangalore,15,0,0,0,0,0,0,Xbox,Xbox,FALSE,Alternator,Triple take
GID-3393,3393,08/07/2022,12:46,13,Ranked,Worlds Edge,Capitol City,Capitol City,,Bangalore,2,Wraith,Horizon,,,448,371,452,Plat 3,Plat 3,Plat 1,,,,,,,06:25,06:25,06:25,1,1,1,4,Horizon,Wraith,Bangalore,10,0,0,0,0,0,0,PS4,PS4,FALSE,R301,Longbow
GID-3394,3394,08/07/2022,12:54,13,Ranked,Worlds Edge,Lava Siphon,,,Bangalore,1,Octane,Valkyrie,,,"1,772","2,235","2,840",Plat 3,Plat 1,Plat 2,,,,,,,18:12,17:57,18:12,1,7,9,2,Octane,,,1,1,0,0,0,0,3,PS4,Xbox,FALSE,Prowler,Charge Rifle
GID-3395,3395,08/07/2022,13:26,13,Ranked,Worlds Edge,Harvester,Landslide,,Bangalore,1,Valkyrie,Fuse,,,199,210,248,Plat 2,Plat 4,Plat 3,,,,,,,07:00,07:35,07:34,0,0,0,0,Bangalore,Valkyrie,Fuse,11,0,0,0,0,0,0,PS4,PS4,FALSE,Flatline,Sentinel
GID-3396,3396,08/07/2022,13:36,13,Ranked,Worlds Edge,Thermal Station,Harvester,,Bangalore,1,Seer,Valkyrie,,,"1,199",445,148,Plat 2,Plat 4,Gold 2,,,,,,,11:01,09:18,09:10,0,1,0,0,Seer,Valkyrie,Bangalore,9,0,0,0,0,0,0,PS4,PS4,FALSE,Wingman,Car
GID-3397,3397,08/07/2022,13:50,13,Ranked,Worlds Edge,The Geyser,Lava Siphon,,Bangalore,3,Wraith,Seer,,,"3,086","1,603","1,321",Plat 2,Gold 2,Plat 3,,,,,,,22:48,22:48,22:48,6,2,2,11,Wraith,Seer,Bangalore,2,1,1,0,2,1,0,PS4,PS4,FALSE,Car,Bocek
GID-3398,3398,08/07/2022,14:18,13,Ranked,Worlds Edge,Climatizer,,,Bangalore,1,Loba,Seer,,,"1,358",863,843,Plat 2,Plat 3,Gold 1,,,,,,,17:14,17:14,17:14,4,4,1,5,,,,1,0,1,1,0,1,0,PS4,PS4,FALSE,Car,R301
GID-3399,3399,08/07/2022,14:45,13,Ranked,Worlds Edge,Lava Fissure,Lava Fissure,,Bangalore,3,Valkyrie,Seer,,,496,258,140,Plat 2,Plat 2,Gold 4,,,,,,,05:26,05:26,03:52,0,0,0,2,Seer,Valkyrie,Bangalore,17,0,0,0,0,0,0,PS4,PS4,FALSE,Flatline,30-30 Repeater
GID-3400,3400,08/07/2022,14:52,13,Ranked,Worlds Edge,Capitol City,Harvester,,Bangalore,2,Valkyrie,Seer,,,"1,600","1,080",703,Plat 2,Gold 1,Plat 2,,,,,,,14:50,19:52,13:51,3,4,2,3,Seer,Bangalore,Valkyrie,4,0,0,0,0,0,0,PS4,PS4,FALSE,R301,Sentinel
GID-3401,3401,08/07/2022,15:15,13,Ranked,Worlds Edge,Climatizer,Capitol City,,Bangalore,3,Ash,Seer,,,510,221,392,Plat 2,Plat 4,Plat 1,,,,,,,09:24,09:24,09:23,3,0,0,3,Bangalore,Ash,Seer,12,1,0,2,0,0,0,PS4,PS4,FALSE,Devotion,Charge Rifle
GID-3402,3402,08/07/2022,15:26,13,Ranked,Worlds Edge,Landslide,Trials,,Bangalore,2,Wraith,Bloodhound,,,"1,463",924,726,Plat 2,Plat 4,Plat 4,,,,,,,14:37,14:36,14:37,1,3,0,2,Bloodhound,Bangalore,Wraith,8,0,1,0,0,0,0,PS4,Xbox,FALSE,R301,Sentinel
GID-3403,3403,08/07/2022,15:51,13,Ranked,Worlds Edge,The Geyser,The Geyser,,Bangalore,1,Maggie,Gibraltar,,,455,430,304,Plat 2,Plat 3,Plat 4,,,,,,,06:10,06:10,06:10,0,1,0,0,Maggie,Bangalore,Gibraltar,14,0,0,0,0,0,0,PS4,PS4,FALSE,Car,Charge Rifle
GID-3404,3404,08/07/2022,15:59,13,Ranked,Worlds Edge,Staging,Harvester,,Bangalore,2,Pathfinder,Wraith,,,"1,141",338,386,Plat 2,Plat 4,Gold 4,,,,,,,09:26,05:36,06:03,0,4,0,0,Pathfinder,Wraith,Bangalore,9,0,1,0,0,0,0,Xbox,PS4,FALSE,R301,30-30 Repeater
GID-3405,3405,08/07/2022,16:11,13,Ranked,Worlds Edge,Lava City,Lava City,,Bangalore,2,Caustic,Wraith,,,150,191,"1,551",Plat 2,Plat 4,Plat 4,,,,,,,02:27,12:36,14:08,1,0,3,1,Bangalore,Caustic,Wraith,10,0,1,1,0,0,0,PS4,PS4,TRUE,Havoc,
GID-3406,3406,08/07/2022,16:27,13,Ranked,Worlds Edge,Countdown,Lava Fissure,,Bangalore,1,Valkyrie,Horizon,,,535,219,"1,054",Plat 2,Plat 1,Plat 1,,,,,,,05:56,06:47,06:48,2,1,3,3,Bangalore,Horizon,Valkyrie,9,1,0,1,0,0,0,Xbox,PS4,FALSE,Alternator,Flatline
GID-3407,3407,08/07/2022,16:37,13,Ranked,Worlds Edge,Harvester,Harvester,,Bangalore,1,Lifeline,Wraith,,,421,170,356,Plat 2,Plat 4,Plat 4,,,,,,,06:14,06:08,06:13,0,0,1,0,Lifeline,Bangalore,Wraith,13,0,0,0,0,0,0,PS4,PS4,FALSE,Car,Longbow
GID-3408,3408,08/07/2022,16:47,13,Ranked,Worlds Edge,Lava Siphon,Skyhook,,Bangalore,3,Valkyrie,Caustic,,,940,573,78,Plat 2,Plat 1,Plat 3,,,,,,,12:17,12:17,10:48,0,0,0,1,Caustic,Bangalore,Valkyrie,9,1,0,0,0,0,0,PS4,PS4,FALSE,R-99,Charge Rifle
GID-3409,3409,08/08/2022,17:15,13,Ranked,Worlds Edge,The Geyser,,,Bangalore,1,Horizon,Octane,,,"1,699","1,584","1,754",Plat 2,Gold 2,Plat 4,,,,,,,18:40,18:40,18:40,3,5,8,3,,,,1,1,1,2,0,0,0,PS4,PS4,FALSE,Car,Bocek
GID-3410,3410,08/08/2022,17:35,13,Ranked,Worlds Edge,The Tree,Lava Siphon,,Bangalore,3,Seer,Bloodhound,,,348,602,220,Plat 2,Plat 2,Gold 1,,,,,,,10:03,11:00,08:55,2,1,0,2,Bloodhound,Bangalore,Seer,8,0,0,0,1,0,0,Xbox,Xbox,FALSE,Car,Wingman
GID-3411,3411,08/08/2022,17:51,13,Ranked,Worlds Edge,The Geyser,Lava City,,Bangalore,2,Octane,Pathfinder,,,956,898,153,Plat 2,Plat 3,Plat 4,,,,,,,06:30,06:14,06:18,3,2,0,4,Pathfinder,Octane,Bangalore,13,0,0,0,0,0,0,Xbox,Xbox,FALSE,Flatline,R301
GID-3412,3412,08/08/2022,18:00,13,Ranked,Worlds Edge,Harvester,Harvester,,Bangalore,2,Octane,Ash,,,"2,031","1,167","1,553",Plat 2,Plat 1,Gold 3,,,,,,,19:34,19:34,19:34,3,5,3,4,Octane,Ash,Bangalore,5,0,2,0,0,0,0,PS4,PS4,FALSE,Havoc,Longbow
GID-3413,3413,08/08/2022,18:22,13,Ranked,Worlds Edge,The Geyser,Lava City,,Bangalore,3,Horizon,Fuse,,,177,"1,033",525,Plat 2,Gold 2,Plat 4,,,,,,,07:52,08:57,08:02,0,1,0,0,Bangalore,Fuse,Horizon,12,0,0,0,0,0,0,PS4,PS4,FALSE,Car,Bocek
GID-3414,3414,08/08/2022,18:34,13,Ranked,Worlds Edge,Countdown,Lava Fissure,,Bangalore,1,Valkyrie,Wraith,,,"1,598","1,177",878,Plat 2,Plat 1,Plat 2,,,,,,,14:50,14:50,14:50,1,3,3,3,Wraith,Bangalore,Valkyrie,5,2,0,0,0,0,0,PS4,PS4,FALSE,Wingman,R-99
GID-3415,3415,08/10/2022,16:59,14,Ranked,Kings Canyon,Relic,Relic,,Bangalore,3,Maggie,Wraith,,,581,196,267,Gold 4,Gold 3,Gold 3,,,,,,,06:33,05:07,06:31,0,0,0,1,Maggie,Wraith,Bangalore,12,1,1,1,0,0,0,PS4,PS4,FALSE,Alternator,30-30 Repeater
GID-3416,3416,08/10/2022,17:09,14,Ranked,Kings Canyon,Capacitor,Capacitor,,Bangalore,3,Octane,Vantage,,,279,78,0,Gold 4,Gold 4,Silver 2,,,,,,,03:13,03:13,03:13,0,0,0,1,Vantage,Octane,Bangalore,16,0,0,0,0,0,0,Xbox,Xbox,TRUE,Car,Wingman
GID-3417,3417,08/10/2022,17:15,14,Ranked,Kings Canyon,Market,The Cage,,Bangalore,2,Bloodhound,Horizon,,,"1,437",838,718,Gold 4,Gold 2,Silver 4,,,,,,,15:39,15:19,14:53,5,0,1,5,Bloodhound,Horizon,Bangalore,7,2,1,0,0,0,0,Xbox,Xbox,FALSE,Car,R301
GID-3418,3418,08/10/2022,17:33,14,Ranked,Kings Canyon,Containment,Artillery,,Bangalore,2,Revenant,Wraith,,,"1,178",459,759,Gold 4,Silver 2,Gold 4,,,,,,,13:25,13:25,13:25,0,2,2,1,Wraith,Revenant,Bangalore,5,0,0,0,0,0,0,PS4,PS4,FALSE,Volt,G7-Scout
GID-3419,3419,08/10/2022,17:49,14,Ranked,Kings Canyon,Artillery,Caustic Treatment,,Bangalore,2,Vantage,Bloodhound,,,460,327,238,Gold 4,Gold 2,Gold 2,,,,,,,05:03,05:13,05:13,1,1,0,1,Bloodhound,Bangalore,Vantage,10,0,0,0,0,0,0,PS4,PS4,FALSE,Alternator,Volt
GID-3420,3420,08/10/2022,17:55,14,Ranked,Kings Canyon,Containment,Containment,,Bangalore,2,Vantage,Newcastle,,,181,0,117,Gold 4,Silver 1,Gold 4,,,,,,,02:08,01:44,03:50,0,0,0,0,Vantage,Bangalore,Newcastle,17,0,0,0,0,0,0,PS4,PS4,TRUE,R-99,L-Star
GID-3421,3421,08/10/2022,18:04,14,Ranked,Kings Canyon,Relic,Capacitor,,Bangalore,2,Loba,Bloodhound,,,742,788,48,Gold 4,Gold 2,Gold 2,,,,,,,10:42,10:26,10:52,0,3,0,2,Bloodhound,Loba,Bangalore,10,0,0,1,0,1,0,PS4,PS4,FALSE,Volt,R301
GID-3422,3422,08/10/2022,18:17,14,Ranked,Kings Canyon,The Rig,The Rig,,Bangalore,2,Vantage,Lifeline,,,265,0,125,Gold 4,Gold 4,Rookie 3,,,,,,,02:22,00:46,02:21,0,0,0,1,Vantage,Bangalore,Lifeline,19,0,0,0,0,0,0,PS4,PS4,TRUE,Wingman,Car
GID-3423,3423,08/10/2022,18:22,14,Ranked,Kings Canyon,Runoff,Swamps,,Bangalore,3,Vantage,Loba,,,"1,835","1,832","1,469",Gold 4,Gold 4,Silver 3,,,,,,,19:57,19:57,19:57,4,3,1,4,Loba,Bangalore,Vantage,3,0,1,2,0,0,0,Xbox,Xbox,FALSE,R301,Sentinel
GID-3424,3424,08/10/2022,18:45,14,Ranked,Kings Canyon,Relic,Relic,,Fuse,3,Vantage,Bangalore,,,167,116,567,Gold 4,Gold 3,Gold 2,,,,,,,02:54,02:54,02:53,0,1,2,0,Vantage,Fuse,Bangalore,15,0,0,1,0,0,0,Xbox,Xbox,TRUE,R301,Triple Take
GID-3425,3425,08/10/2022,18:50,14,Ranked,Kings Canyon,Runoff,Labs,,Bangalore,1,Newcastle,Maggie,,,"1,263",587,"1,890",Gold 4,Silver 1,Gold 4,,,,,,,19:08,18:31,18:31,5,0,2,5,Maggie,Newcastle,Bangalore,3,1,3,0,0,0,0,PS4,PS4,FALSE,Volt,30-30 Repeater
GID-3426,3426,08/11/2022,11:18,14,Ranked,Kings Canyon,Capacitor,Containment,,Bangalore,2,Vantage,Bloodhound,,,358,743,333,Gold 4,Gold 4,Gold 4,,,,,,,16:53,16:53,16:54,1,1,2,1,Bangalore,Bloodhound,Vantage,3,0,0,0,1,0,0,PS4,PS4,FALSE,R-99,G7-Scout
GID-3427,3427,08/11/2022,11:42,14,Ranked,Kings Canyon,Swamps,Artillery,,Bangalore,2,Horizon,Revenant,,,524,907,151,Gold 4,Gold 2,Bronze 3,,,,,,,11:07,15:53,15:53,2,1,0,2,Bangalore,Revenant,Horizon,7,0,2,0,0,0,0,PS4,PS4,FALSE,Havoc,R301
GID-3428,3428,08/11/2022,12:00,14,Ranked,Kings Canyon,Caustic Treatment,Spotted Lake,,Bangalore,3,Wraith,Lifeline,,,"1,068",987,215,Gold 4,Gold 2,Gold 4,,,,,,,14:57,15:19,15:19,2,2,0,2,Bangalore,Lifeline,Wraith,5,0,0,2,0,2,0,PS4,PS4,FALSE,Flatline,Charge Rifle
GID-3429,3429,08/11/2022,12:18,14,Ranked,Kings Canyon,Caustic Treatment,,,Bangalore,1,Caustic,Seer,,,918,799,"1,317",Gold 4,Gold 4,Gold 4,,,,,,,19:45,19:45,19:45,2,0,2,2,,,,1,0,2,0,0,0,0,Unknown,Unknown,FALSE,Wingman,R301
GID-3430,3430,08/11/2022,12:41,14,Ranked,Kings Canyon,The Cage,Containment,,Bangalore,3,Ash,Seer,,,"1,995","1,375",859,Gold 4,Gold 2,Silver 3,,,,,,,19:15,19:14,19:15,5,2,5,5,Seer,Bangalore,Ash,2,0,0,0,1,0,0,Unknown,Unknown,FALSE,Wingman,Car
GID-3431,3431,08/11/2022,13:04,14,Ranked,Kings Canyon,Runoff,Caustic Treatment,,Bangalore,2,Loba,Octane,,,712,652,849,Gold 3,Gold 2,Gold 4,,,,,,,12:08,12:08,12:08,2,3,1,3,Loba,Bangalore,Octane,8,0,0,0,0,1,0,PS4,PS4,FALSE,Wingman,Car
GID-3432,3432,08/11/2022,13:47,14,Ranked,Kings Canyon,Runoff,The Pit,,Bangalore,3,Vantage,Horizon,,,"1,276",941,907,Gold 3,Gold 1,Gold 4,,,,,,,20:10,20:10,20:10,7,3,0,7,Bangalore,Vantage,Horizon,2,1,0,1,0,0,0,Unknown,Unknown,FALSE,Wingman,Car
GID-3433,3433,08/11/2022,14:00,14,Ranked,Kings Canyon,The Rig,Gauntlet,,Bangalore,2,Mirage,Vantage,,,791,98,"1,303",Gold 3,Gold 4,Gold 4,,,,,,,13:45,13:46,13:46,4,1,2,4,Vantage,Mirage,Bangalore,6,0,0,0,0,0,0,PS4,PS4,FALSE,Car,Longbow
GID-3434,3434,08/11/2022,14:32,14,Ranked,Kings Canyon,Caustic Treatment,Relic,,Bangalore,2,Octane,Horizon,,,"1,607","1,196",764,Gold 3,Gold 1,Gold 1,,,,,,,16:37,16:37,16:38,3,1,3,4,Octane,Horizon,Bangalore,6,2,0,0,0,0,0,PS4,PS4,FALSE,Volt,Longbow
GID-3435,3435,08/11/2022,14:56,14,Ranked,Kings Canyon,Repulsor,Repulsor,,Bangalore,3,Loba,Seer,,,147,199,14,Gold 3,Gold 4,Gold 1,,,,,,,02:53,02:53,02:53,0,0,0,0,Seer,Bangalore,Loba,18,0,0,0,0,0,0,PS4,PS4,TRUE,Volt,R301
GID-3436,3436,08/11/2022,15:00,14,Ranked,Kings Canyon,Containment,Containment,,Bangalore,3,Maggie,Seer,,,"1,349",562,"1,271",Gold 3,Gold 2,Gold 3,,,,,,,12:53,12:45,16:10,3,2,4,3,Maggie,Bangalore,Seer,6,0,0,0,0,0,0,PS4,PS4,FALSE,R301,Charge Rifle
GID-3437,3437,08/11/2022,15:35,14,Ranked,Kings Canyon,Airbase,Runoff,,Bangalore,3,Rampart,Vantage,,,"1,002","1,256",746,Gold 2,Silver 1,Gold 3,,,,,,,12:24,12:23,12:03,1,0,2,2,Vantage,Bangalore,Rampart,8,0,1,0,0,0,0,PS4,PS4,FALSE,Car,Charge Rifle
GID-3438,3438,08/11/2022,15:49,14,Ranked,Kings Canyon,Labs,Labs,,Bangalore,1,Newcastle,Loba,,,172,321,295,Gold 2,Gold 2,Gold 2,,,,,,,04:03,04:03,02:56,0,1,0,0,Bangalore,Loba,Newcastle,13,0,1,1,0,0,0,PS4,PS4,TRUE,Alternator,G7-Scout
GID-3439,3439,08/11/2022,15:57,14,Ranked,Kings Canyon,Caustic Treatment,Caustic Treatment,,Bangalore,3,Pathfinder,Valkyrie,,,163,351,103,Gold 2,Gold 2,Gold 2,,,,,,,04:47,04:59,05:18,0,1,0,0,Bangalore,Valkyrie,Pathfinder,14,0,0,0,0,2,0,PS4,PS4,TRUE,Car,R301
GID-3440,3440,08/11/2022,16:04,14,Ranked,Kings Canyon,The Rig,The Rig,,Bangalore,3,Pathfinder,Ash,,,218,99,224,Gold 3,Silver 2,Silver 4,,,,,,,03:11,02:19,03:11,0,0,0,1,Pathfinder,Ash,BAngalore,14,0,0,0,0,0,0,PS4,PS4,TRUE,Prowler,Havoc
GID-3441,3441,08/11/2022,16:11,14,Ranked,Kings Canyon,The Cage,Spotted Lake,,Bangalore,1,Vantage,Horizon,,,272,834,146,Gold 3,Gold 4,Gold 4,,,,,,,17:03,17:03,13:09,0,0,0,0,Horizon,Bangalore,Vantage,4,0,0,0,0,2,0,PS4,PS4,FALSE,Havoc,G7-Scout
GID-3442,3442,08/11/2022,16:32,14,Ranked,Kings Canyon,Crash Site,Artillery,,Bangalore,1,Lifeline,Octane,,,521,234,423,Gold 3,Gold 4,Silver 1,,,,,,,12:04,12:04,12:04,0,2,2,1,Lifeline,Octane,Bangalore,5,0,2,0,0,0,0,PS4,PS4,FALSE,R301,Charge Rifle
GID-3443,3443,08/11/2022,16:48,14,Ranked,Kings Canyon,Basin,Basin,,Bangalore,2,Newcastle,Vantage,,,344,232,407,Gold 3,Gold 4,Gold 4,,,,,,,05:15,05:15,05:15,0,0,0,0,Vantage,Bangalore,Newcastle,15,0,1,0,0,0,0,PS4,PS4,TRUE,Wingman,R301
GID-3444,3444,08/11/2022,17:10,14,Ranked,Kings Canyon,Hydro Dam,The Cage,,Bangalore,2,Lifeline,Ash,,,653,312,167,Gold 3,Gold 2,Gold 3,,,,,,,05:00,05:00,05:00,1,0,0,1,Ash,Bangalore,Lifeline,12,0,0,1,0,1,0,PS4,PS4,FALSE,Car,G7-Scout
GID-3445,3445,08/11/2022,17:40,14,Ranked,Kings Canyon,Bunker,Relic,,Bangalore,3,Caustic,Wattson,,,"1,237",967,536,Gold 3,Gold 3,Gold 3,,,,,,,20:52,20:52,20:52,4,2,1,6,Bangalore,Caustic,Wattson,2,0,0,1,0,0,0,PS4,PS4,FALSE,Car,G7-Scout
GID-3446,3446,08/11/2022,18:10,14,Ranked,Kings Canyon,Runoff,Containment,,Gibraltar,3,Bloodhound,Bangalore,,,885,348,177,Gold 2,Gold 1,Gold 2,,,,,,,13:04,13:04,13:04,4,1,1,4,Gibraltar,Bloodhound,Bangalore,6,1,0,0,0,0,0,PS4,PS4,FALSE,Volt,Charge Rifle
GID-3447,3447,08/11/2022,18:26,14,Ranked,Kings Canyon,Runoff,Bunker,,Fuse,3,BAngalore,Vantage,,,191,105,15,Gold 2,Gold 4,Gold 1,,,,,,,03:47,03:47,03:38,0,0,0,0,Vantage,Fuse,Bangalore,16,0,0,0,0,0,0,PS4,PS4,FALSE,R-99,Sentinel
GID-3448,3448,08/11/2022,18:32,14,Ranked,Kings Canyon,Labs,Labs,,Fuse,1,Octane,Gibraltar,,,56,136,393,Gold 2,Gold 4,Gold 4,,,,,,,00:51,00:05,00:51,0,0,1,0,Gibraltar,Fuse,Octane,19,0,0,0,0,0,0,PS4,PS4,TRUE,,
GID-3449,3449,08/11/2022,18:37,14,Ranked,Kings Canyon,Spotted Lake,Spotted Lake,,Fuse,2,Octane,Vantage,,,118,69,38,Gold 2,Silver 1,Gold 4,,,,,,,01:36,01:35,01:27,0,0,0,0,Vantage,Fuse,Octane,20,0,0,0,0,0,0,PS4,PS4,TRUE,Wingman,Alternator
GID-3450,3450,08/11/2022,18:40,14,Ranked,Kings Canyon,Market,Bunker,,Bangalore,3,Seer,Maggie,,,328,575,626,Gold 2,Gold 2,Gold 1,,,,,,,07:05,08:03,08:14,0,3,2,0,Bangalore,Seer,Maggie,11,0,0,1,0,0,0,PS4,PS4,FALSE,R-99,R301
GID-3451,3451,08/11/2022,18:52,14,Ranked,Kings Canyon,Market,Market,,Bangalore,2,Vantage,Octane,,,322,191,101,Gold 2,Gold 1,Bronze 4,,,,,,,02:07,02:07,01:11,1,0,0,1,Octane,Vantage,Bangalore,17,0,0,0,0,0,0,Xbox,Xbox,TRUE,Wingman,Mozambique
GID-3452,3452,08/11/2022,18:56,14,Ranked,Kings Canyon,Crash Site,Containment,,Bangalore,2,Vantage,Valkyrie,,,556,113,647,Gold 2,Gold 4,Gold 1,,,,,,,12:21,12:45,15:40,0,0,1,1,Valkyrie,Vantage,Bangalore,4,0,0,0,2,0,1,PS4,PS4,FALSE,Car,Charge Rifle
GID-3453,3453,08/12/2022,17:15,14,Ranked,Kings Canyon,Gauntlet,Containment,,Bangalore,2,Vantage,Newcastle,,,"1,053",876,831,Gold 2,Gold 4,Gold 4,,,,,,,14:33,14:34,14:34,4,4,0,4,Vantage,Newcastle,Bangalore,3,1,0,1,0,0,0,Xbox,Xbox,FALSE,Car,Kraber
GID-3454,3454,08/12/2022,17:40,14,Ranked,Kings Canyon,Runoff,Runoff,,Bangalore,3,Vantage,Valkyrie,,,202,137,90,Gold 2,Gold 4,Gold 3,,,,,,,03:33,03:33,03:33,0,0,0,0,Valkyrie,Bangalore,Vantage,14,0,0,0,0,0,0,PS4,PS4,TRUE,Car,30-30 Repeater
GID-3455,3455,08/12/2022,17:48,14,Ranked,Kings Canyon,Runoff,Runoff,,Bangalore,3,Gibraltar,Vantage,,,300,46,0,Gold 2,Gold 3,Gold 2,,,,,,,02:16,02:16,02:16,0,0,0,2,Vantage,Gibraltar,Bangalore,17,0,0,0,0,0,0,PS4,Xbox,TRUE,P220,Car
